PUNTO_MUESTREO,ANNO,MES,DIA,FECHA,NOMBRE_CAPITAL,As,BaP,Cd,Ni,PM10,PM2.5,Pb,ICA
02003001_10_49,2018,2,2,2018-02-02,Albacete,,,,,9.8,,,1
02003001_10_49,2018,2,3,2018-02-03,Albacete,,,,,11.0,,,1
02003001_10_49,2018,2,4,2018-02-04,Albacete,,,,,14.0,,,1
02003001_10_49,2018,2,5,2018-02-05,Albacete,,,,,13.0,,,1
02003001_10_49,2018,2,8,2018-02-08,Albacete,,,,,18.0,,,1
02003001_10_49,2018,2,9,2018-02-09,Albacete,,,,,18.0,,,1
02003001_10_49,2018,2,10,2018-02-10,Albacete,,,,,18.0,,,1
02003001_10_49,2018,2,11,2018-02-11,Albacete,,,,,16.0,,,1
02003001_10_49,2018,2,12,2018-02-12,Albacete,,,,,18.0,,,1
02003001_10_49,2018,2,13,2018-02-13,Albacete,,,,,15.0,,,1
02003001_10_49,2018,2,14,2018-02-14,Albacete,,,,,18.0,,,1
02003001_10_49,2018,2,15,2018-02-15,Albacete,,,,,19.0,,,1
02003001_10_49,2018,2,16,2018-02-16,Albacete,,,,,31.0,,,2
02003001_10_49,2018,2,17,2018-02-17,Albacete,,,,,30.0,,,2
02003001_10_49,2018,2,18,2018-02-18,Albacete,,,,,22.0,,,2
02003001_10_49,2018,2,19,2018-02-19,Albacete,,,,,17.0,,,1
02003001_10_49,2018,2,20,2018-02-20,Albacete,,,,,15.0,,,1
02003001_10_49,2018,2,21,2018-02-21,Albacete,,,,,16.0,,,1
02003001_10_49,2018,2,22,2018-02-22,Albacete,,,,,20.0,,,1
02003001_10_49,2018,2,23,2018-02-23,Albacete,,,,,22.0,,,2
02003001_10_49,2018,2,28,2018-02-28,Albacete,,,,,19.0,,,1
02003001_10_49,2018,3,2,2018-03-02,Albacete,,,,,13.0,,,1
02003001_10_49,2018,3,3,2018-03-03,Albacete,,,,,16.0,,,1
02003001_10_49,2018,3,4,2018-03-04,Albacete,,,,,13.0,,,1
02003001_10_49,2018,3,9,2018-03-09,Albacete,,,,,17.0,,,1
02003001_10_49,2018,3,10,2018-03-10,Albacete,,,,,17.0,,,1
02003001_10_49,2018,3,13,2018-03-13,Albacete,,,,,18.0,,,1
02003001_10_49,2018,3,14,2018-03-14,Albacete,,,,,18.0,,,1
02003001_10_49,2018,3,15,2018-03-15,Albacete,,,,,13.0,,,1
02003001_10_49,2018,3,16,2018-03-16,Albacete,,,,,14.0,,,1
02003001_10_49,2018,3,17,2018-03-17,Albacete,,,,,13.0,,,1
02003001_10_49,2018,3,18,2018-03-18,Albacete,,,,,13.0,,,1
02003001_10_49,2018,3,19,2018-03-19,Albacete,,,,,13.0,,,1
02003001_10_49,2018,3,20,2018-03-20,Albacete,,,,,13.0,,,1
02003001_10_49,2018,3,21,2018-03-21,Albacete,,,,,17.0,,,1
02003001_10_49,2018,3,22,2018-03-22,Albacete,,,,,16.0,,,1
02003001_10_49,2018,3,23,2018-03-23,Albacete,,,,,19.0,,,1
02003001_10_49,2018,3,24,2018-03-24,Albacete,,,,,14.0,,,1
02003001_10_49,2018,3,25,2018-03-25,Albacete,,,,,13.0,,,1
02003001_10_49,2018,3,28,2018-03-28,Albacete,,,,,18.0,,,1
02003001_10_49,2018,3,29,2018-03-29,Albacete,,,,,47.0,,,2
02003001_10_49,2018,3,30,2018-03-30,Albacete,,,,,13.0,,,1
02003001_10_49,2018,3,31,2018-03-31,Albacete,,,,,12.0,,,1
02003001_10_49,2018,4,1,2018-04-01,Albacete,,,,,13.0,,,1
02003001_10_49,2018,4,2,2018-04-02,Albacete,,,,,14.0,,,1
02003001_10_49,2018,4,3,2018-04-03,Albacete,,,,,15.0,,,1
02003001_10_49,2018,4,4,2018-04-04,Albacete,,,,,20.0,,,1
02003001_10_49,2018,4,7,2018-04-07,Albacete,,,,,22.0,,,2
02003001_10_49,2018,4,8,2018-04-08,Albacete,,,,,14.0,,,1
02003001_10_49,2018,4,9,2018-04-09,Albacete,,,,,15.0,,,1
02003001_10_49,2018,4,10,2018-04-10,Albacete,,,,,13.0,,,1
02003001_10_49,2018,4,11,2018-04-11,Albacete,,,,,9.7,,,1
02003001_10_49,2018,4,12,2018-04-12,Albacete,,,,,11.0,,,1
02003001_10_49,2018,4,13,2018-04-13,Albacete,,,,,11.0,,,1
02003001_10_49,2018,4,14,2018-04-14,Albacete,,,,,14.0,,,1
02003001_10_49,2018,4,15,2018-04-15,Albacete,,,,,15.0,,,1
02003001_10_49,2018,4,16,2018-04-16,Albacete,,,,,13.0,,,1
02003001_10_49,2018,4,17,2018-04-17,Albacete,,,,,17.0,,,1
02003001_10_49,2018,4,18,2018-04-18,Albacete,,,,,22.0,,,2
02003001_10_49,2018,4,19,2018-04-19,Albacete,,,,,28.0,,,2
02003001_10_49,2018,4,20,2018-04-20,Albacete,,,,,39.0,,,2
02003001_10_49,2018,4,21,2018-04-21,Albacete,,,,,38.0,,,2
02003001_10_49,2018,4,22,2018-04-22,Albacete,,,,,32.0,,,2
02003001_10_49,2018,4,23,2018-04-23,Albacete,,,,,30.0,,,2
02003001_10_49,2018,4,24,2018-04-24,Albacete,,,,,28.0,,,2
02003001_10_49,2018,4,25,2018-04-25,Albacete,,,,,26.0,,,2
02003001_10_49,2018,4,26,2018-04-26,Albacete,,,,,32.0,,,2
02003001_10_49,2018,4,27,2018-04-27,Albacete,,,,,29.0,,,2
02003001_10_49,2018,4,28,2018-04-28,Albacete,,,,,22.0,,,2
02003001_10_49,2018,4,29,2018-04-29,Albacete,,,,,18.0,,,1
02003001_10_49,2018,4,30,2018-04-30,Albacete,,,,,14.0,,,1
02003001_10_49,2018,5,1,2018-05-01,Albacete,,,,,13.0,,,1
02003001_10_49,2018,5,2,2018-05-02,Albacete,,,,,15.0,,,1
02003001_10_49,2018,5,3,2018-05-03,Albacete,,,,,15.0,,,1
02003001_10_49,2018,5,4,2018-05-04,Albacete,,,,,17.0,,,1
02003001_10_49,2018,5,5,2018-05-05,Albacete,,,,,16.0,,,1
02003001_10_49,2018,5,6,2018-05-06,Albacete,,,,,20.0,,,1
02003001_10_49,2018,5,7,2018-05-07,Albacete,,,,,23.0,,,2
02003001_10_49,2018,5,8,2018-05-08,Albacete,,,,,23.0,,,2
02003001_10_49,2018,5,9,2018-05-09,Albacete,,,,,24.0,,,2
02003001_10_49,2018,5,10,2018-05-10,Albacete,,,,,26.0,,,2
02003001_10_49,2018,5,11,2018-05-11,Albacete,,,,,24.0,,,2
02003001_10_49,2018,5,12,2018-05-12,Albacete,,,,,25.0,,,2
02003001_10_49,2018,5,13,2018-05-13,Albacete,,,,,15.0,,,1
02003001_10_49,2018,5,14,2018-05-14,Albacete,,,,,14.0,,,1
02003001_10_49,2018,5,16,2018-05-16,Albacete,,,,,18.0,,,1
02003001_10_49,2018,5,17,2018-05-17,Albacete,,,,,23.0,,,2
02003001_10_49,2018,5,18,2018-05-18,Albacete,,,,,25.0,,,2
02003001_10_49,2018,5,19,2018-05-19,Albacete,,,,,23.0,,,2
02003001_10_49,2018,5,20,2018-05-20,Albacete,,,,,21.0,,,2
02003001_10_49,2018,5,21,2018-05-21,Albacete,,,,,24.0,,,2
02003001_10_49,2018,5,22,2018-05-22,Albacete,,,,,22.0,,,2
02003001_10_49,2018,5,23,2018-05-23,Albacete,,,,,25.0,,,2
02003001_10_49,2018,5,24,2018-05-24,Albacete,,,,,27.0,,,2
02003001_10_49,2018,5,25,2018-05-25,Albacete,,,,,29.0,,,2
02003001_10_49,2018,5,26,2018-05-26,Albacete,,,,,30.0,,,2
02003001_10_49,2018,5,27,2018-05-27,Albacete,,,,,26.0,,,2
02003001_10_49,2018,5,28,2018-05-28,Albacete,,,,,21.0,,,2
02003001_10_49,2018,5,29,2018-05-29,Albacete,,,,,21.0,,,2
02003001_10_49,2018,5,30,2018-05-30,Albacete,,,,,20.0,,,1
02003001_10_49,2018,5,31,2018-05-31,Albacete,,,,,21.0,,,2
02003001_10_49,2018,6,1,2018-06-01,Albacete,,,,,23.0,,,2
02003001_10_49,2018,6,2,2018-06-02,Albacete,,,,,21.0,,,2
02003001_10_49,2018,6,3,2018-06-03,Albacete,,,,,18.0,,,1
02003001_10_49,2018,6,4,2018-06-04,Albacete,,,,,22.0,,,2
02003001_10_49,2018,6,5,2018-06-05,Albacete,,,,,18.0,,,1
02003001_10_49,2018,6,6,2018-06-06,Albacete,,,,,17.0,,,1
02003001_10_49,2018,6,7,2018-06-07,Albacete,,,,,23.0,,,2
02003001_10_49,2018,6,8,2018-06-08,Albacete,,,,,21.0,,,2
02003001_10_49,2018,6,9,2018-06-09,Albacete,,,,,22.0,,,2
02003001_10_49,2018,6,10,2018-06-10,Albacete,,,,,18.0,,,1
02003001_10_49,2018,6,11,2018-06-11,Albacete,,,,,19.0,,,1
02003001_10_49,2018,6,12,2018-06-12,Albacete,,,,,21.0,,,2
02003001_10_49,2018,6,13,2018-06-13,Albacete,,,,,24.0,,,2
02003001_10_49,2018,6,14,2018-06-14,Albacete,,,,,23.0,,,2
02003001_10_49,2018,6,15,2018-06-15,Albacete,,,,,32.0,,,2
02003001_10_49,2018,6,16,2018-06-16,Albacete,,,,,32.0,,,2
02003001_10_49,2018,6,17,2018-06-17,Albacete,,,,,28.0,,,2
02003001_10_49,2018,6,18,2018-06-18,Albacete,,,,,29.0,,,2
02003001_10_49,2018,6,19,2018-06-19,Albacete,,,,,25.0,,,2
02003001_10_49,2018,6,20,2018-06-20,Albacete,,,,,23.0,,,2
02003001_10_49,2018,6,21,2018-06-21,Albacete,,,,,27.0,,,2
02003001_10_49,2018,6,22,2018-06-22,Albacete,,,,,33.0,,,2
02003001_10_49,2018,6,23,2018-06-23,Albacete,,,,,27.0,,,2
02003001_10_49,2018,6,24,2018-06-24,Albacete,,,,,35.0,,,2
02003001_10_49,2018,6,25,2018-06-25,Albacete,,,,,40.0,,,2
02003001_10_49,2018,6,26,2018-06-26,Albacete,,,,,41.0,,,2
02003001_10_49,2018,6,27,2018-06-27,Albacete,,,,,41.0,,,2
02003001_10_49,2018,6,28,2018-06-28,Albacete,,,,,41.0,,,2
02003001_10_49,2018,6,29,2018-06-29,Albacete,,,,,37.0,,,2
02003001_10_49,2018,6,30,2018-06-30,Albacete,,,,,36.0,,,2
02003001_10_49,2018,7,1,2018-07-01,Albacete,,,,,33.0,,,2
02003001_10_49,2018,7,2,2018-07-02,Albacete,,,,,31.0,,,2
02003001_10_49,2018,7,3,2018-07-03,Albacete,,,,,37.0,,,2
02003001_10_49,2018,7,4,2018-07-04,Albacete,,,,,41.0,,,2
02003001_10_49,2018,7,5,2018-07-05,Albacete,,,,,31.0,,,2
02003001_10_49,2018,7,6,2018-07-06,Albacete,,,,,38.0,,,2
02003001_10_49,2018,7,7,2018-07-07,Albacete,,,,,28.0,,,2
02003001_10_49,2018,7,8,2018-07-08,Albacete,,,,,33.0,,,2
02003001_10_49,2018,7,9,2018-07-09,Albacete,,,,,36.0,,,2
02003001_10_49,2018,7,10,2018-07-10,Albacete,,,,,42.0,,,2
02003001_10_49,2018,7,11,2018-07-11,Albacete,,,,,46.0,,,2
02003001_10_49,2018,7,12,2018-07-12,Albacete,,,,,41.0,,,2
02003001_10_49,2018,7,13,2018-07-13,Albacete,,,,,42.0,,,2
02003001_10_49,2018,7,14,2018-07-14,Albacete,,,,,44.0,,,2
02003001_10_49,2018,7,15,2018-07-15,Albacete,,,,,41.0,,,2
02003001_10_49,2018,7,16,2018-07-16,Albacete,,,,,32.0,,,2
02003001_10_49,2018,7,17,2018-07-17,Albacete,,,,,37.0,,,2
02003001_10_49,2018,7,18,2018-07-18,Albacete,,,,,33.0,,,2
02003001_10_49,2018,7,19,2018-07-19,Albacete,,,,,41.0,,,2
02003001_10_49,2018,7,20,2018-07-20,Albacete,,,,,37.0,,,2
02003001_10_49,2018,7,21,2018-07-21,Albacete,,,,,35.0,,,2
02003001_10_49,2018,7,22,2018-07-22,Albacete,,,,,36.0,,,2
02003001_10_49,2018,7,23,2018-07-23,Albacete,,,,,37.0,,,2
02003001_10_49,2018,7,24,2018-07-24,Albacete,,,,,43.0,,,2
02003001_10_49,2018,7,25,2018-07-25,Albacete,,,,,43.0,,,2
02003001_10_49,2018,7,26,2018-07-26,Albacete,,,,,41.0,,,2
02003001_10_49,2018,7,27,2018-07-27,Albacete,,,,,42.0,,,2
02003001_10_49,2018,7,28,2018-07-28,Albacete,,,,,38.0,,,2
02003001_10_49,2018,7,29,2018-07-29,Albacete,,,,,32.0,,,2
02003001_10_49,2018,7,30,2018-07-30,Albacete,,,,,34.0,,,2
02003001_10_49,2018,7,31,2018-07-31,Albacete,,,,,43.0,,,2
02003001_10_49,2018,8,1,2018-08-01,Albacete,,,,,34.0,,,2
02003001_10_49,2018,8,2,2018-08-02,Albacete,,,,,37.0,,,2
02003001_10_49,2018,8,3,2018-08-03,Albacete,,,,,48.0,,,2
02003001_10_49,2018,8,4,2018-08-04,Albacete,,,,,38.0,,,2
02003001_10_49,2018,8,5,2018-08-05,Albacete,,,,,37.0,,,2
02003001_10_49,2018,8,6,2018-08-06,Albacete,,,,,52.0,,,3
02003001_10_49,2018,8,9,2018-08-09,Albacete,,,,,35.0,,,2
02003001_10_49,2018,8,10,2018-08-10,Albacete,,,,,45.0,,,2
02003001_10_49,2018,8,11,2018-08-11,Albacete,,,,,39.0,,,2
02003001_10_49,2018,8,12,2018-08-12,Albacete,,,,,40.0,,,2
02003001_10_49,2018,8,13,2018-08-13,Albacete,,,,,39.0,,,2
02003001_10_49,2018,8,17,2018-08-17,Albacete,,,,,25.0,,,2
02003001_10_49,2018,8,18,2018-08-18,Albacete,,,,,26.0,,,2
02003001_10_49,2018,8,19,2018-08-19,Albacete,,,,,26.0,,,2
02003001_10_49,2018,8,20,2018-08-20,Albacete,,,,,22.0,,,2
02003001_10_49,2018,8,21,2018-08-21,Albacete,,,,,28.0,,,2
02003001_10_49,2018,8,22,2018-08-22,Albacete,,,,,28.0,,,2
02003001_10_49,2018,8,23,2018-08-23,Albacete,,,,,32.0,,,2
02003001_10_49,2018,8,24,2018-08-24,Albacete,,,,,29.0,,,2
02003001_10_49,2018,8,25,2018-08-25,Albacete,,,,,34.0,,,2
02003001_10_49,2018,8,26,2018-08-26,Albacete,,,,,33.0,,,2
02003001_10_49,2018,8,27,2018-08-27,Albacete,,,,,34.0,,,2
02003001_10_49,2018,8,28,2018-08-28,Albacete,,,,,37.0,,,2
02003001_10_49,2018,8,29,2018-08-29,Albacete,,,,,38.0,,,2
02003001_10_49,2018,8,30,2018-08-30,Albacete,,,,,33.0,,,2
02003001_10_49,2018,8,31,2018-08-31,Albacete,,,,,40.0,,,2
02003001_10_49,2018,9,1,2018-09-01,Albacete,,,,,39.0,,,2
02003001_10_49,2018,9,2,2018-09-02,Albacete,,,,,47.0,,,2
02003001_10_49,2018,9,3,2018-09-03,Albacete,,,,,55.0,,,3
02003001_10_49,2018,9,4,2018-09-04,Albacete,,,,,45.0,,,2
02003001_10_49,2018,9,5,2018-09-05,Albacete,,,,,48.0,,,2
02003001_10_49,2018,9,6,2018-09-06,Albacete,,,,,47.0,,,2
02003001_10_49,2018,9,7,2018-09-07,Albacete,,,,,39.0,,,2
02003001_10_49,2018,9,8,2018-09-08,Albacete,,,,,36.0,,,2
02003001_10_49,2018,9,9,2018-09-09,Albacete,,,,,24.0,,,2
02003001_10_49,2018,9,10,2018-09-10,Albacete,,,,,21.0,,,2
02003001_10_49,2018,9,11,2018-09-11,Albacete,,,,,27.0,,,2
02003001_10_49,2018,9,12,2018-09-12,Albacete,,,,,41.0,,,2
02003001_10_49,2018,9,13,2018-09-13,Albacete,,,,,39.0,,,2
02003001_10_49,2018,9,14,2018-09-14,Albacete,,,,,39.0,,,2
02003001_10_49,2018,9,15,2018-09-15,Albacete,,,,,27.0,,,2
02003001_10_49,2018,9,16,2018-09-16,Albacete,,,,,23.0,,,2
02003001_10_49,2018,9,17,2018-09-17,Albacete,,,,,34.0,,,2
02003001_10_49,2018,9,18,2018-09-18,Albacete,,,,,36.0,,,2
02003001_10_49,2018,9,19,2018-09-19,Albacete,,,,,28.0,,,2
02003001_10_49,2018,9,20,2018-09-20,Albacete,,,,,32.0,,,2
02003001_10_49,2018,9,21,2018-09-21,Albacete,,,,,37.0,,,2
02003001_10_49,2018,9,22,2018-09-22,Albacete,,,,,36.0,,,2
02003001_10_49,2018,9,23,2018-09-23,Albacete,,,,,33.0,,,2
02003001_10_49,2018,9,24,2018-09-24,Albacete,,,,,34.0,,,2
02003001_10_49,2018,9,25,2018-09-25,Albacete,,,,,25.0,,,2
02003001_10_49,2018,9,26,2018-09-26,Albacete,,,,,25.0,,,2
02003001_10_49,2018,9,27,2018-09-27,Albacete,,,,,32.0,,,2
02003001_10_49,2018,9,28,2018-09-28,Albacete,,,,,28.0,,,2
02003001_10_49,2018,9,29,2018-09-29,Albacete,,,,,28.0,,,2
02003001_10_49,2018,9,30,2018-09-30,Albacete,,,,,31.0,,,2
02003001_10_49,2018,10,1,2018-10-01,Albacete,,,,,32.0,,,2
02003001_10_49,2018,10,2,2018-10-02,Albacete,,,,,33.0,,,2
02003001_10_49,2018,10,3,2018-10-03,Albacete,,,,,31.0,,,2
02003001_10_49,2018,10,4,2018-10-04,Albacete,,,,,30.0,,,2
02003001_10_49,2018,10,6,2018-10-06,Albacete,,,,,28.0,,,2
02003001_10_49,2018,10,7,2018-10-07,Albacete,,,,,24.0,,,2
02003001_10_49,2018,10,8,2018-10-08,Albacete,,,,,24.0,,,2
02003001_10_49,2018,10,9,2018-10-09,Albacete,,,,,14.0,,,1
02003001_10_49,2018,10,10,2018-10-10,Albacete,,,,,16.0,,,1
02003001_10_49,2018,10,11,2018-10-11,Albacete,,,,,22.0,,,2
02003001_10_49,2018,10,16,2018-10-16,Albacete,,,,,25.0,,,2
02003001_10_49,2018,10,17,2018-10-17,Albacete,,,,,25.0,,,2
02003001_10_49,2018,10,18,2018-10-18,Albacete,,,,,20.0,,,1
02003001_10_49,2018,10,19,2018-10-19,Albacete,,,,,17.0,,,1
02003001_10_49,2018,10,20,2018-10-20,Albacete,,,,,22.0,,,2
02003001_10_49,2018,10,21,2018-10-21,Albacete,,,,,33.0,,,2
02003001_10_49,2018,10,22,2018-10-22,Albacete,,,,,28.0,,,2
02003001_10_49,2018,10,23,2018-10-23,Albacete,,,,,31.0,,,2
02003001_10_49,2018,10,24,2018-10-24,Albacete,,,,,29.0,,,2
02003001_10_49,2018,10,25,2018-10-25,Albacete,,,,,31.0,,,2
02003001_10_49,2018,10,26,2018-10-26,Albacete,,,,,33.0,,,2
02003001_10_49,2018,10,27,2018-10-27,Albacete,,,,,17.0,,,1
02003001_10_49,2018,10,28,2018-10-28,Albacete,,,,,11.0,,,1
02003001_10_49,2018,10,29,2018-10-29,Albacete,,,,,13.0,,,1
02003001_10_49,2018,10,30,2018-10-30,Albacete,,,,,14.0,,,1
02003001_10_49,2018,10,31,2018-10-31,Albacete,,,,,12.0,,,1
02003001_10_49,2018,11,1,2018-11-01,Albacete,,,,,14.0,,,1
02003001_10_49,2018,11,2,2018-11-02,Albacete,,,,,18.0,,,1
02003001_10_49,2018,11,3,2018-11-03,Albacete,,,,,16.0,,,1
02003001_10_49,2018,11,4,2018-11-04,Albacete,,,,,15.0,,,1
02003001_10_49,2018,11,5,2018-11-05,Albacete,,,,,15.0,,,1
02003001_10_49,2018,11,6,2018-11-06,Albacete,,,,,13.0,,,1
02003001_10_49,2018,11,7,2018-11-07,Albacete,,,,,14.0,,,1
02003001_10_49,2018,11,8,2018-11-08,Albacete,,,,,14.0,,,1
02003001_10_49,2018,11,9,2018-11-09,Albacete,,,,,14.0,,,1
02003001_10_49,2018,11,10,2018-11-10,Albacete,,,,,16.0,,,1
02003001_10_49,2018,11,11,2018-11-11,Albacete,,,,,16.0,,,1
02003001_10_49,2018,11,12,2018-11-12,Albacete,,,,,21.0,,,2
02003001_10_49,2018,11,13,2018-11-13,Albacete,,,,,27.0,,,2
02003001_10_49,2018,11,14,2018-11-14,Albacete,,,,,25.0,,,2
02003001_10_49,2018,11,15,2018-11-15,Albacete,,,,,21.0,,,2
02003001_10_49,2018,11,16,2018-11-16,Albacete,,,,,18.0,,,1
02003001_10_49,2018,11,17,2018-11-17,Albacete,,,,,18.0,,,1
02003001_10_49,2018,11,18,2018-11-18,Albacete,,,,,17.0,,,1
02003001_10_49,2018,11,19,2018-11-19,Albacete,,,,,14.0,,,1
02003001_10_49,2018,11,20,2018-11-20,Albacete,,,,,15.0,,,1
02003001_10_49,2018,11,21,2018-11-21,Albacete,,,,,39.0,,,2
02003001_10_49,2018,11,22,2018-11-22,Albacete,,,,,15.0,,,1
02003001_10_49,2018,11,23,2018-11-23,Albacete,,,,,17.0,,,1
02003001_10_49,2018,11,24,2018-11-24,Albacete,,,,,18.0,,,1
02003001_10_49,2018,11,25,2018-11-25,Albacete,,,,,14.0,,,1
02003001_10_49,2018,11,26,2018-11-26,Albacete,,,,,16.0,,,1
02003001_10_49,2018,11,27,2018-11-27,Albacete,,,,,16.0,,,1
02003001_10_49,2018,11,28,2018-11-28,Albacete,,,,,23.0,,,2
02003001_10_49,2018,11,29,2018-11-29,Albacete,,,,,24.0,,,2
02003001_10_49,2018,11,30,2018-11-30,Albacete,,,,,19.0,,,1
02003001_10_49,2018,12,1,2018-12-01,Albacete,,,,,15.0,,,1
02003001_10_49,2018,12,2,2018-12-02,Albacete,,,,,16.0,,,1
02003001_10_49,2018,12,3,2018-12-03,Albacete,,,,,20.0,,,1
02003001_10_49,2018,12,4,2018-12-04,Albacete,,,,,27.0,,,2
02003001_10_49,2018,12,5,2018-12-05,Albacete,,,,,28.0,,,2
02003001_10_49,2018,12,6,2018-12-06,Albacete,,,,,24.0,,,2
02003001_10_49,2018,12,7,2018-12-07,Albacete,,,,,26.0,,,2
02003001_10_49,2018,12,12,2018-12-12,Albacete,,,,,35.0,,,2
02003001_10_49,2018,12,13,2018-12-13,Albacete,,,,,20.0,,,1
02003001_10_49,2018,12,14,2018-12-14,Albacete,,,,,18.0,,,1
02003001_10_49,2018,12,15,2018-12-15,Albacete,,,,,22.0,,,2
02003001_10_49,2018,12,16,2018-12-16,Albacete,,,,,16.0,,,1
02003001_10_49,2018,12,17,2018-12-17,Albacete,,,,,15.0,,,1
02003001_10_49,2018,12,18,2018-12-18,Albacete,,,,,19.0,,,1
02003001_10_49,2018,12,19,2018-12-19,Albacete,,,,,17.0,,,1
02003001_10_49,2018,12,20,2018-12-20,Albacete,,,,,22.0,,,2
02003001_10_49,2018,12,21,2018-12-21,Albacete,,,,,19.0,,,1
02003001_10_49,2018,12,22,2018-12-22,Albacete,,,,,15.0,,,1
02003001_10_49,2018,12,23,2018-12-23,Albacete,,,,,15.0,,,1
02003001_10_49,2018,12,24,2018-12-24,Albacete,,,,,23.0,,,2
02003001_10_49,2018,12,25,2018-12-25,Albacete,,,,,22.0,,,2
02003001_10_49,2018,12,26,2018-12-26,Albacete,,,,,19.0,,,1
02003001_10_49,2018,12,27,2018-12-27,Albacete,,,,,29.0,,,2
02003001_10_49,2018,12,28,2018-12-28,Albacete,,,,,30.0,,,2
02003001_10_49,2018,12,29,2018-12-29,Albacete,,,,,26.0,,,2
02003001_10_49,2018,12,30,2018-12-30,Albacete,,,,,24.0,,,2
02003001_10_49,2018,12,31,2018-12-31,Albacete,,,,,23.0,,,2
02003001_17_M,2013,7,23,2013-07-23,Albacete,0.7,,,,,,,1
02003001_17_M,2013,7,30,2013-07-30,Albacete,0.7,,,,,,,1
02003001_17_M,2013,8,6,2013-08-06,Albacete,0.7,,,,,,,1
02003001_17_M,2013,8,23,2013-08-23,Albacete,0.7,,,,,,,1
02003001_17_M,2016,3,13,2016-03-13,Albacete,0.0873,,,,,,,1
02003001_17_M,2016,3,23,2016-03-23,Albacete,0.1953,,,,,,,1
02003001_17_M,2016,3,29,2016-03-29,Albacete,0.1717,,,,,,,1
02003001_17_M,2016,4,30,2016-04-30,Albacete,0.0804,,,,,,,1
02003001_17_M,2016,5,7,2016-05-07,Albacete,0.0,,,,,,,1
02003001_17_M,2016,5,14,2016-05-14,Albacete,0.0986,,,,,,,1
02003001_17_M,2016,8,20,2016-08-20,Albacete,0.1376,,,,,,,1
02003001_17_M,2016,9,10,2016-09-10,Albacete,0.0099,,,,,,,1
02003001_17_M,2017,5,27,2017-05-27,Albacete,1.871,,,,,,,2
02003001_17_M,2017,6,3,2017-06-03,Albacete,1.739,,,,,,,2
02003001_17_M,2018,2,4,2018-02-04,Albacete,0.3474,,,,,,,1
02003001_17_M,2018,2,11,2018-02-11,Albacete,0.3474,,,,,,,1
02003001_17_M,2018,2,25,2018-02-25,Albacete,0.3475,,,,,,,1
02003001_17_M,2018,3,4,2018-03-04,Albacete,0.3474,,,,,,,1
02003001_17_M,2018,3,14,2018-03-14,Albacete,0.3474,,,,,,,1
02003001_17_M,2018,3,19,2018-03-19,Albacete,0.3474,,,,,,,1
02003001_17_M,2018,4,11,2018-04-11,Albacete,0.3473,,,,,,,1
02003001_17_M,2018,5,27,2018-05-27,Albacete,0.3474,,,,,,,1
02003001_17_M,2018,6,10,2018-06-10,Albacete,0.3474,,,,,,,1
02003001_17_M,2018,6,17,2018-06-17,Albacete,0.3475,,,,,,,1
02003001_17_M,2018,9,9,2018-09-09,Albacete,0.3616,,,,,,,1
02003001_17_M,2018,9,16,2018-09-16,Albacete,0.3511,,,,,,,1
02003001_17_M,2018,11,18,2018-11-18,Albacete,0.3474,,,,,,,1
02003001_17_M,2018,11,25,2018-11-25,Albacete,0.3493,,,,,,,1
02003001_17_M,2018,12,4,2018-12-04,Albacete,0.3475,,,,,,,1
02003001_17_M,2018,12,9,2018-12-09,Albacete,0.3475,,,,,,,1
02003001_17_M,2019,2,14,2019-02-14,Albacete,0.4175,,,,,,,1
02003001_17_M,2019,2,15,2019-02-15,Albacete,0.4174,,,,,,,1
02003001_17_M,2019,2,16,2019-02-16,Albacete,0.4175,,,,,,,1
02003001_17_M,2019,2,17,2019-02-17,Albacete,0.4175,,,,,,,1
02003001_17_M,2019,2,18,2019-02-18,Albacete,0.4176,,,,,,,1
02003001_17_M,2019,2,19,2019-02-19,Albacete,0.4178,,,,,,,1
02003001_17_M,2019,2,20,2019-02-20,Albacete,0.4179,,,,,,,1
02003001_17_M,2019,2,21,2019-02-21,Albacete,0.4177,,,,,,,1
02003001_17_M,2019,2,22,2019-02-22,Albacete,0.4178,,,,,,,1
02003001_17_M,2019,2,23,2019-02-23,Albacete,0.4178,,,,,,,1
02003001_17_M,2019,2,24,2019-02-24,Albacete,0.4177,,,,,,,1
02003001_17_M,2019,2,25,2019-02-25,Albacete,0.4177,,,,,,,1
02003001_17_M,2019,2,26,2019-02-26,Albacete,0.4178,,,,,,,1
02003001_17_M,2019,2,27,2019-02-27,Albacete,0.4178,,,,,,,1
02003001_17_M,2019,3,2,2019-03-02,Albacete,0.4178,,,,,,,1
02003001_17_M,2019,3,3,2019-03-03,Albacete,0.4177,,,,,,,1
02003001_17_M,2019,3,4,2019-03-04,Albacete,0.4174,,,,,,,1
02003001_17_M,2019,3,5,2019-03-05,Albacete,0.4173,,,,,,,1
02003001_17_M,2019,3,6,2019-03-06,Albacete,0.4173,,,,,,,1
02003001_17_M,2019,3,7,2019-03-07,Albacete,0.4176,,,,,,,1
02003001_17_M,2019,3,8,2019-03-08,Albacete,0.4177,,,,,,,1
02003001_17_M,2019,3,9,2019-03-09,Albacete,0.4177,,,,,,,1
02003001_17_M,2019,3,10,2019-03-10,Albacete,0.4177,,,,,,,1
02003001_17_M,2019,3,11,2019-03-11,Albacete,0.4178,,,,,,,1
