PUNTO_MUESTREO,ANNO,MES,DIA,FECHA,NOMBRE_CAPITAL,As,BaP,Cd,Ni,PM10,PM2.5,Pb,ICA
02003001_19_M,2021,4,6,2021-04-06,Albacete,,,,,,,0.00117,1
02003001_19_M,2021,4,7,2021-04-07,Albacete,,,,,,,0.00114,1
02003001_19_M,2021,4,8,2021-04-08,Albacete,,,,,,,0.00121,1
02003001_19_M,2021,4,9,2021-04-09,Albacete,,,,,,,0.00069,1
02003001_19_M,2021,4,10,2021-04-10,Albacete,,,,,,,0.00091,1
02003001_19_M,2021,4,27,2021-04-27,Albacete,,,,,,,0.00102,1
02003001_19_M,2021,4,28,2021-04-28,Albacete,,,,,,,0.00191,1
02003001_19_M,2021,4,29,2021-04-29,Albacete,,,,,,,0.00049,1
02003001_19_M,2021,5,15,2021-05-15,Albacete,,,,,,,0.00035,1
02003001_19_M,2021,6,2,2021-06-02,Albacete,,,,,,,0.00322,1
02003001_19_M,2021,6,3,2021-06-03,Albacete,,,,,,,0.0071,1
02003001_19_M,2021,6,4,2021-06-04,Albacete,,,,,,,0.00296,1
02003001_19_M,2021,6,12,2021-06-12,Albacete,,,,,,,0.00103,1
02003001_19_M,2021,6,13,2021-06-13,Albacete,,,,,,,0.00111,1
02003001_19_M,2021,6,14,2021-06-14,Albacete,,,,,,,0.00154,1
02003001_19_M,2021,6,15,2021-06-15,Albacete,,,,,,,0.00089,1
02003001_19_M,2021,6,19,2021-06-19,Albacete,,,,,,,0.00132,1
02003001_19_M,2021,6,20,2021-06-20,Albacete,,,,,,,0.00089,1
02003001_19_M,2021,6,21,2021-06-21,Albacete,,,,,,,0.00035,1
02003001_19_M,2021,6,22,2021-06-22,Albacete,,,,,,,0.00035,1
02003001_19_M,2021,7,17,2021-07-17,Albacete,,,,,,,0.00095,1
02003001_19_M,2021,7,18,2021-07-18,Albacete,,,,,,,0.00112,1
02003001_19_M,2021,7,19,2021-07-19,Albacete,,,,,,,0.00079,1
02003001_19_M,2021,8,6,2021-08-06,Albacete,,,,,,,0.00147,1
02003001_19_M,2021,8,26,2021-08-26,Albacete,,,,,,,0.00185,1
02003001_19_M,2021,8,27,2021-08-27,Albacete,,,,,,,0.00391,1
02003001_19_M,2021,8,28,2021-08-28,Albacete,,,,,,,0.0011,1
02003001_19_M,2021,8,29,2021-08-29,Albacete,,,,,,,0.00112,1
02003001_19_M,2021,8,30,2021-08-30,Albacete,,,,,,,0.00077,1
02003001_19_M,2021,8,31,2021-08-31,Albacete,,,,,,,0.00132,1
02003001_19_M,2021,9,1,2021-09-01,Albacete,,,,,,,0.00084,1
02003001_19_M,2021,9,2,2021-09-02,Albacete,,,,,,,0.00064,1
02003001_19_M,2021,9,3,2021-09-03,Albacete,,,,,,,0.00068,1
02003001_19_M,2021,9,4,2021-09-04,Albacete,,,,,,,0.00183,1
02003001_19_M,2021,9,5,2021-09-05,Albacete,,,,,,,0.00084,1
02003001_19_M,2021,9,7,2021-09-07,Albacete,,,,,,,0.00071,1
02003001_19_M,2021,9,15,2021-09-15,Albacete,,,,,,,0.0004,1
02003001_19_M,2021,9,16,2021-09-16,Albacete,,,,,,,0.00179,1
02003001_19_M,2021,9,17,2021-09-17,Albacete,,,,,,,0.00171,1
02003001_27_M,2013,7,23,2013-07-23,Albacete,,0.14,,,,,,2
02003001_27_M,2013,7,30,2013-07-30,Albacete,,0.14,,,,,,2
02003001_27_M,2013,8,6,2013-08-06,Albacete,,0.14,,,,,,2
02003001_27_M,2013,8,13,2013-08-13,Albacete,,0.14,,,,,,2
02003001_27_M,2013,8,23,2013-08-23,Albacete,,0.14,,,,,,2
02003001_27_M,2016,3,13,2016-03-13,Albacete,,0.0051,,,,,,1
02003001_27_M,2016,3,23,2016-03-23,Albacete,,0.0186,,,,,,1
02003001_27_M,2016,3,29,2016-03-29,Albacete,,0.0166,,,,,,1
02003001_27_M,2016,4,30,2016-04-30,Albacete,,0.0022,,,,,,1
02003001_27_M,2016,5,7,2016-05-07,Albacete,,0.0085,,,,,,1
02003001_27_M,2016,5,14,2016-05-14,Albacete,,0.0118,,,,,,1
02003001_27_M,2016,8,20,2016-08-20,Albacete,,0.004,,,,,,1
02003001_27_M,2016,9,10,2016-09-10,Albacete,,0.0092,,,,,,1
02003001_27_M,2017,5,27,2017-05-27,Albacete,,0.004,,,,,,1
02003001_27_M,2017,6,3,2017-06-03,Albacete,,0.005,,,,,,1
02003001_27_M,2017,8,14,2017-08-14,Albacete,,0.007,,,,,,1
02003001_27_M,2017,8,26,2017-08-26,Albacete,,0.003,,,,,,1
02003001_27_M,2017,9,3,2017-09-03,Albacete,,0.005,,,,,,1
02003001_27_M,2017,9,10,2017-09-10,Albacete,,0.006,,,,,,1
02003001_27_M,2017,9,24,2017-09-24,Albacete,,0.006,,,,,,1
02003001_27_M,2017,10,1,2017-10-01,Albacete,,0.009,,,,,,1
02003001_27_M,2017,10,12,2017-10-12,Albacete,,0.01,,,,,,1
02003001_27_M,2017,10,22,2017-10-22,Albacete,,0.03,,,,,,1
02003001_27_M,2017,10,29,2017-10-29,Albacete,,0.042,,,,,,1
02003001_27_M,2017,11,12,2017-11-12,Albacete,,0.092,,,,,,1
02003001_27_M,2017,11,18,2017-11-18,Albacete,,0.25,,,,,,2
02003001_27_M,2017,11,25,2017-11-25,Albacete,,0.342,,,,,,2
02003001_27_M,2017,12,10,2017-12-10,Albacete,,0.133,,,,,,2
02003001_27_M,2018,1,13,2018-01-13,Albacete,,0.0886,,,,,,1
02003001_27_M,2018,1,27,2018-01-27,Albacete,,0.0532,,,,,,1
02003001_27_M,2018,2,4,2018-02-04,Albacete,,0.0566,,,,,,1
02003001_27_M,2018,2,11,2018-02-11,Albacete,,0.0279,,,,,,1
02003001_27_M,2018,2,25,2018-02-25,Albacete,,0.1177,,,,,,2
02003001_27_M,2018,3,4,2018-03-04,Albacete,,0.0071,,,,,,1
02003001_27_M,2018,3,11,2018-03-11,Albacete,,0.0076,,,,,,1
02003001_27_M,2018,3,14,2018-03-14,Albacete,,0.0071,,,,,,1
02003001_27_M,2018,3,19,2018-03-19,Albacete,,0.0047,,,,,,1
02003001_27_M,2018,5,27,2018-05-27,Albacete,,0.0015,,,,,,1
02003001_27_M,2018,6,3,2018-06-03,Albacete,,0.0014,,,,,,1
02003001_27_M,2018,6,10,2018-06-10,Albacete,,0.0014,,,,,,1
02003001_27_M,2018,6,17,2018-06-17,Albacete,,0.0042,,,,,,1
02003001_27_M,2018,9,9,2018-09-09,Albacete,,0.0027,,,,,,1
02003001_27_M,2018,9,16,2018-09-16,Albacete,,0.0014,,,,,,1
02003001_27_M,2018,11,18,2018-11-18,Albacete,,0.036,,,,,,1
02003001_27_M,2018,11,25,2018-11-25,Albacete,,0.0116,,,,,,1
02003001_27_M,2018,12,3,2018-12-03,Albacete,,0.2737,,,,,,2
02003001_27_M,2018,12,4,2018-12-04,Albacete,,0.3074,,,,,,2
02003001_27_M,2018,12,9,2018-12-09,Albacete,,0.1792,,,,,,2
02003001_27_M,2019,2,27,2019-02-27,Albacete,,0.4889,,,,,,2
02003001_27_M,2019,3,2,2019-03-02,Albacete,,0.1198,,,,,,2
02003001_27_M,2019,3,3,2019-03-03,Albacete,,0.0571,,,,,,1
02003001_27_M,2019,3,4,2019-03-04,Albacete,,0.032,,,,,,1
02003001_27_M,2019,3,5,2019-03-05,Albacete,,0.0362,,,,,,1
02003001_27_M,2019,3,6,2019-03-06,Albacete,,0.0195,,,,,,1
02003001_27_M,2019,3,7,2019-03-07,Albacete,,0.0515,,,,,,1
02003001_27_M,2019,3,8,2019-03-08,Albacete,,0.0821,,,,,,1
02003001_27_M,2019,3,9,2019-03-09,Albacete,,0.1211,,,,,,2
02003001_27_M,2019,3,10,2019-03-10,Albacete,,0.0557,,,,,,1
02003001_27_M,2019,3,11,2019-03-11,Albacete,,0.0501,,,,,,1
02003001_27_M,2019,3,12,2019-03-12,Albacete,,0.0418,,,,,,1
02003001_27_M,2019,3,13,2019-03-13,Albacete,,0.0404,,,,,,1
02003001_27_M,2019,3,15,2019-03-15,Albacete,,0.0641,,,,,,1
02003001_27_M,2019,3,22,2019-03-22,Albacete,,0.0473,,,,,,1
02003001_27_M,2019,3,23,2019-03-23,Albacete,,0.0403,,,,,,1
02003001_27_M,2019,3,24,2019-03-24,Albacete,,0.0265,,,,,,1
02003001_27_M,2019,3,25,2019-03-25,Albacete,,0.0237,,,,,,1
02003001_27_M,2019,3,26,2019-03-26,Albacete,,0.0167,,,,,,1
02003001_27_M,2019,3,27,2019-03-27,Albacete,,0.0056,,,,,,1
02003001_27_M,2019,3,28,2019-03-28,Albacete,,0.0237,,,,,,1
02003001_27_M,2019,3,29,2019-03-29,Albacete,,0.0028,,,,,,1
02003001_27_M,2019,3,30,2019-03-30,Albacete,,0.0056,,,,,,1
02003001_27_M,2019,3,31,2019-03-31,Albacete,,0.0028,,,,,,1
02003001_27_M,2019,4,1,2019-04-01,Albacete,,0.007,,,,,,1
02003001_27_M,2019,4,2,2019-04-02,Albacete,,0.0264,,,,,,1
02003001_27_M,2019,4,3,2019-04-03,Albacete,,0.0056,,,,,,1
02003001_27_M,2019,4,4,2019-04-04,Albacete,,0.0111,,,,,,1
02003001_27_M,2019,4,9,2019-04-09,Albacete,,0.0139,,,,,,1
02003001_27_M,2019,4,10,2019-04-10,Albacete,,0.0334,,,,,,1
02003001_27_M,2019,4,11,2019-04-11,Albacete,,0.0278,,,,,,1
02003001_27_M,2019,4,12,2019-04-12,Albacete,,0.0278,,,,,,1
02003001_27_M,2019,4,13,2019-04-13,Albacete,,0.0473,,,,,,1
02003001_27_M,2019,4,14,2019-04-14,Albacete,,0.0237,,,,,,1
02003001_27_M,2019,4,15,2019-04-15,Albacete,,0.0292,,,,,,1
02003001_27_M,2019,4,16,2019-04-16,Albacete,,0.0042,,,,,,1
02003001_27_M,2019,4,17,2019-04-17,Albacete,,0.0083,,,,,,1
02003001_27_M,2019,4,18,2019-04-18,Albacete,,0.0236,,,,,,1
02003001_27_M,2019,4,19,2019-04-19,Albacete,,0.0083,,,,,,1
02003001_27_M,2019,4,20,2019-04-20,Albacete,,0.0111,,,,,,1
02003001_27_M,2019,4,21,2019-04-21,Albacete,,0.0167,,,,,,1
02003001_27_M,2019,4,22,2019-04-22,Albacete,,0.0111,,,,,,1
02003001_27_M,2019,4,25,2019-04-25,Albacete,,0.0139,,,,,,1
02003001_27_M,2019,4,26,2019-04-26,Albacete,,0.0223,,,,,,1
02003001_27_M,2019,4,27,2019-04-27,Albacete,,0.0251,,,,,,1
02003001_27_M,2019,4,28,2019-04-28,Albacete,,0.0084,,,,,,1
02003001_27_M,2019,4,29,2019-04-29,Albacete,,0.0056,,,,,,1
02003001_27_M,2019,4,30,2019-04-30,Albacete,,0.0042,,,,,,1
02003001_27_M,2019,5,1,2019-05-01,Albacete,,0.0042,,,,,,1
02003001_27_M,2019,5,2,2019-05-02,Albacete,,0.0042,,,,,,1
02003001_27_M,2019,5,3,2019-05-03,Albacete,,0.0042,,,,,,1
02003001_27_M,2019,5,4,2019-05-04,Albacete,,0.0139,,,,,,1
02003001_27_M,2019,5,5,2019-05-05,Albacete,,0.0139,,,,,,1
02003001_27_M,2019,5,6,2019-05-06,Albacete,,0.0111,,,,,,1
02003001_27_M,2019,5,7,2019-05-07,Albacete,,0.0084,,,,,,1
02003001_27_M,2019,5,8,2019-05-08,Albacete,,0.0056,,,,,,1
02003001_27_M,2019,5,11,2019-05-11,Albacete,,0.007,,,,,,1
02003001_27_M,2019,5,12,2019-05-12,Albacete,,0.007,,,,,,1
02003001_27_M,2019,5,13,2019-05-13,Albacete,,0.0056,,,,,,1
02003001_27_M,2019,5,14,2019-05-14,Albacete,,0.007,,,,,,1
02003001_27_M,2019,5,15,2019-05-15,Albacete,,0.0056,,,,,,1
02003001_27_M,2019,5,16,2019-05-16,Albacete,,0.0028,,,,,,1
02003001_27_M,2019,5,17,2019-05-17,Albacete,,0.007,,,,,,1
02003001_27_M,2019,5,18,2019-05-18,Albacete,,0.0097,,,,,,1
02003001_27_M,2019,5,19,2019-05-19,Albacete,,0.0181,,,,,,1
02003001_27_M,2019,5,20,2019-05-20,Albacete,,0.0153,,,,,,1
02003001_27_M,2019,5,21,2019-05-21,Albacete,,0.0084,,,,,,1
02003001_27_M,2019,5,22,2019-05-22,Albacete,,0.0097,,,,,,1
02003001_27_M,2019,5,23,2019-05-23,Albacete,,0.0056,,,,,,1
02003001_27_M,2019,5,24,2019-05-24,Albacete,,0.0083,,,,,,1
02003001_27_M,2019,6,7,2019-06-07,Albacete,,0.0111,,,,,,1
02003001_27_M,2019,6,8,2019-06-08,Albacete,,0.0042,,,,,,1
02003001_27_M,2019,6,9,2019-06-09,Albacete,,0.0084,,,,,,1
02003001_27_M,2019,6,10,2019-06-10,Albacete,,0.0056,,,,,,1
02003001_27_M,2019,6,11,2019-06-11,Albacete,,0.007,,,,,,1
02003001_27_M,2019,6,12,2019-06-12,Albacete,,0.0056,,,,,,1
02003001_27_M,2019,6,13,2019-06-13,Albacete,,0.0028,,,,,,1
02003001_27_M,2019,6,14,2019-06-14,Albacete,,0.007,,,,,,1
02003001_27_M,2019,6,15,2019-06-15,Albacete,,0.0056,,,,,,1
02003001_27_M,2019,6,16,2019-06-16,Albacete,,0.0097,,,,,,1
02003001_27_M,2019,6,17,2019-06-17,Albacete,,0.0084,,,,,,1
02003001_27_M,2019,6,18,2019-06-18,Albacete,,0.007,,,,,,1
02003001_27_M,2019,6,19,2019-06-19,Albacete,,0.0042,,,,,,1
02003001_27_M,2019,6,20,2019-06-20,Albacete,,0.007,,,,,,1
02003001_27_M,2019,6,26,2019-06-26,Albacete,,0.0125,,,,,,1
02003001_27_M,2019,6,27,2019-06-27,Albacete,,0.0153,,,,,,1
02003001_27_M,2019,6,28,2019-06-28,Albacete,,0.0042,,,,,,1
02003001_27_M,2019,6,29,2019-06-29,Albacete,,0.0053,,,,,,1
02003001_27_M,2019,6,30,2019-06-30,Albacete,,0.0042,,,,,,1
02003001_27_M,2019,7,1,2019-07-01,Albacete,,0.007,,,,,,1
02003001_27_M,2019,7,2,2019-07-02,Albacete,,0.0084,,,,,,1
02003001_27_M,2019,7,3,2019-07-03,Albacete,,0.0084,,,,,,1
02003001_27_M,2019,7,4,2019-07-04,Albacete,,0.0097,,,,,,1
02003001_27_M,2019,7,5,2019-07-05,Albacete,,0.0097,,,,,,1
02003001_27_M,2019,7,6,2019-07-06,Albacete,,0.0097,,,,,,1
02003001_27_M,2019,7,7,2019-07-07,Albacete,,0.007,,,,,,1
02003001_27_M,2019,7,8,2019-07-08,Albacete,,0.0111,,,,,,1
02003001_27_M,2019,7,9,2019-07-09,Albacete,,0.0056,,,,,,1
02003001_27_M,2019,7,12,2019-07-12,Albacete,,0.007,,,,,,1
02003001_27_M,2019,7,13,2019-07-13,Albacete,,0.0139,,,,,,1
02003001_27_M,2019,7,14,2019-07-14,Albacete,,0.0181,,,,,,1
02003001_27_M,2019,7,15,2019-07-15,Albacete,,0.0084,,,,,,1
02003001_27_M,2019,7,16,2019-07-16,Albacete,,0.007,,,,,,1
02003001_27_M,2019,7,17,2019-07-17,Albacete,,0.007,,,,,,1
02003001_27_M,2019,7,18,2019-07-18,Albacete,,0.0111,,,,,,1
02003001_27_M,2019,7,19,2019-07-19,Albacete,,0.0056,,,,,,1
02003001_27_M,2019,7,20,2019-07-20,Albacete,,0.0111,,,,,,1
02003001_27_M,2019,7,21,2019-07-21,Albacete,,0.007,,,,,,1
02003001_27_M,2019,7,22,2019-07-22,Albacete,,0.007,,,,,,1
02003001_27_M,2019,7,23,2019-07-23,Albacete,,0.007,,,,,,1
02003001_27_M,2019,7,24,2019-07-24,Albacete,,0.007,,,,,,1
02003001_27_M,2019,7,25,2019-07-25,Albacete,,0.0028,,,,,,1
02003001_27_M,2019,7,30,2019-07-30,Albacete,,0.0014,,,,,,1
02003001_27_M,2019,7,31,2019-07-31,Albacete,,0.0014,,,,,,1
02003001_27_M,2019,8,1,2019-08-01,Albacete,,0.0014,,,,,,1
02003001_27_M,2019,8,2,2019-08-02,Albacete,,0.0014,,,,,,1
02003001_27_M,2019,8,3,2019-08-03,Albacete,,0.0014,,,,,,1
02003001_27_M,2019,8,4,2019-08-04,Albacete,,0.0014,,,,,,1
02003001_27_M,2019,8,5,2019-08-05,Albacete,,0.0014,,,,,,1
02003001_27_M,2019,8,6,2019-08-06,Albacete,,0.0014,,,,,,1
02003001_27_M,2019,8,7,2019-08-07,Albacete,,0.0014,,,,,,1
02003001_27_M,2019,8,8,2019-08-08,Albacete,,0.0014,,,,,,1
02003001_27_M,2019,8,9,2019-08-09,Albacete,,0.0014,,,,,,1
02003001_27_M,2019,8,10,2019-08-10,Albacete,,0.0014,,,,,,1
02003001_27_M,2019,8,11,2019-08-11,Albacete,,0.007,,,,,,1
02003001_27_M,2019,8,12,2019-08-12,Albacete,,0.0014,,,,,,1
02003001_27_M,2019,8,15,2019-08-15,Albacete,,0.0014,,,,,,1
02003001_27_M,2019,8,16,2019-08-16,Albacete,,0.0014,,,,,,1
02003001_27_M,2019,8,17,2019-08-17,Albacete,,0.0014,,,,,,1
02003001_27_M,2019,8,18,2019-08-18,Albacete,,0.0014,,,,,,1
02003001_27_M,2019,8,19,2019-08-19,Albacete,,0.0042,,,,,,1
02003001_27_M,2019,8,20,2019-08-20,Albacete,,0.0014,,,,,,1
02003001_27_M,2019,8,21,2019-08-21,Albacete,,0.0014,,,,,,1
02003001_27_M,2019,8,22,2019-08-22,Albacete,,0.0014,,,,,,1
02003001_27_M,2019,8,23,2019-08-23,Albacete,,0.0014,,,,,,1
02003001_27_M,2019,8,24,2019-08-24,Albacete,,0.0014,,,,,,1
02003001_27_M,2019,8,25,2019-08-25,Albacete,,0.0014,,,,,,1
02003001_27_M,2019,8,26,2019-08-26,Albacete,,0.0014,,,,,,1
02003001_27_M,2019,8,27,2019-08-27,Albacete,,0.007,,,,,,1
02003001_27_M,2019,8,28,2019-08-28,Albacete,,0.0042,,,,,,1
02003001_27_M,2019,9,3,2019-09-03,Albacete,,0.0014,,,,,,1
02003001_27_M,2019,9,4,2019-09-04,Albacete,,0.0014,,,,,,1
02003001_27_M,2019,9,5,2019-09-05,Albacete,,0.0014,,,,,,1
02003001_27_M,2019,9,6,2019-09-06,Albacete,,0.0014,,,,,,1
02003001_27_M,2019,9,7,2019-09-07,Albacete,,0.0014,,,,,,1
02003001_27_M,2019,9,8,2019-09-08,Albacete,,0.0014,,,,,,1
02003001_27_M,2019,9,9,2019-09-09,Albacete,,0.0014,,,,,,1
02003001_27_M,2019,9,10,2019-09-10,Albacete,,0.0014,,,,,,1
02003001_27_M,2019,9,11,2019-09-11,Albacete,,0.0014,,,,,,1
02003001_27_M,2019,9,12,2019-09-12,Albacete,,0.0014,,,,,,1
02003001_27_M,2019,9,13,2019-09-13,Albacete,,0.0014,,,,,,1
02003001_27_M,2019,9,14,2019-09-14,Albacete,,0.0028,,,,,,1
02003001_27_M,2019,9,15,2019-09-15,Albacete,,0.0014,,,,,,1
02003001_27_M,2019,9,16,2019-09-16,Albacete,,0.0042,,,,,,1
02003001_27_M,2019,9,20,2019-09-20,Albacete,,0.0014,,,,,,1
02003001_27_M,2019,9,21,2019-09-21,Albacete,,0.0042,,,,,,1
02003001_27_M,2019,9,22,2019-09-22,Albacete,,0.0014,,,,,,1
02003001_27_M,2019,9,23,2019-09-23,Albacete,,0.0418,,,,,,1
02003001_27_M,2019,9,24,2019-09-24,Albacete,,0.0209,,,,,,1
02003001_27_M,2019,9,25,2019-09-25,Albacete,,0.0014,,,,,,1
02003001_27_M,2019,9,26,2019-09-26,Albacete,,0.0042,,,,,,1
02003001_27_M,2019,9,27,2019-09-27,Albacete,,0.0014,,,,,,1
02003001_27_M,2019,9,28,2019-09-28,Albacete,,0.0084,,,,,,1
02003001_27_M,2019,9,29,2019-09-29,Albacete,,0.0014,,,,,,1
02003001_27_M,2019,9,30,2019-09-30,Albacete,,0.0209,,,,,,1
02003001_27_M,2019,10,1,2019-10-01,Albacete,,0.0125,,,,,,1
02003001_27_M,2019,10,2,2019-10-02,Albacete,,0.0209,,,,,,1
02003001_27_M,2019,10,3,2019-10-03,Albacete,,0.0292,,,,,,1
02003001_27_M,2019,10,8,2019-10-08,Albacete,,0.0014,,,,,,1
02003001_27_M,2019,10,9,2019-10-09,Albacete,,0.0056,,,,,,1
02003001_27_M,2019,10,10,2019-10-10,Albacete,,0.0014,,,,,,1
02003001_27_M,2019,10,11,2019-10-11,Albacete,,0.0014,,,,,,1
02003001_27_M,2019,10,12,2019-10-12,Albacete,,0.0028,,,,,,1
02003001_27_M,2019,10,13,2019-10-13,Albacete,,0.0028,,,,,,1
02003001_27_M,2019,10,14,2019-10-14,Albacete,,0.0028,,,,,,1
02003001_27_M,2019,10,15,2019-10-15,Albacete,,0.0139,,,,,,1
02003001_27_M,2019,10,16,2019-10-16,Albacete,,0.0836,,,,,,1
02003001_27_M,2019,10,17,2019-10-17,Albacete,,0.0529,,,,,,1
02003001_27_M,2019,10,18,2019-10-18,Albacete,,0.039,,,,,,1
02003001_27_M,2019,10,19,2019-10-19,Albacete,,0.0167,,,,,,1
02003001_27_M,2019,10,20,2019-10-20,Albacete,,0.0153,,,,,,1
02003001_27_M,2019,10,21,2019-10-21,Albacete,,0.0543,,,,,,1
02003001_27_M,2019,10,26,2019-10-26,Albacete,,0.1239,,,,,,2
02003001_27_M,2019,10,27,2019-10-27,Albacete,,0.0181,,,,,,1
02003001_27_M,2019,10,28,2019-10-28,Albacete,,0.1058,,,,,,2
02003001_27_M,2019,10,29,2019-10-29,Albacete,,0.0682,,,,,,1
02003001_27_M,2019,10,30,2019-10-30,Albacete,,0.0403,,,,,,1
02003001_27_M,2019,10,31,2019-10-31,Albacete,,0.0343,,,,,,1
02003001_27_M,2019,11,1,2019-11-01,Albacete,,0.0139,,,,,,1
02003001_27_M,2019,11,2,2019-11-02,Albacete,,0.0083,,,,,,1
02003001_27_M,2019,11,3,2019-11-03,Albacete,,0.0042,,,,,,1
02003001_27_M,2019,11,4,2019-11-04,Albacete,,0.0125,,,,,,1
02003001_27_M,2019,11,5,2019-11-05,Albacete,,0.0195,,,,,,1
02003001_27_M,2019,11,6,2019-11-06,Albacete,,0.0431,,,,,,1
02003001_27_M,2019,11,7,2019-11-07,Albacete,,0.0375,,,,,,1
02003001_27_M,2019,11,8,2019-11-08,Albacete,,0.0222,,,,,,1
02003001_27_M,2019,11,12,2019-11-12,Albacete,,0.0362,,,,,,1
02003001_27_M,2019,11,13,2019-11-13,Albacete,,0.0362,,,,,,1
02003001_27_M,2019,11,14,2019-11-14,Albacete,,0.0125,,,,,,1
02003001_27_M,2019,11,15,2019-11-15,Albacete,,0.0334,,,,,,1
02003001_27_M,2019,11,16,2019-11-16,Albacete,,0.0529,,,,,,1
02003001_27_M,2019,11,17,2019-11-17,Albacete,,0.0362,,,,,,1
02003001_27_M,2019,11,18,2019-11-18,Albacete,,0.0584,,,,,,1
02003001_27_M,2019,11,19,2019-11-19,Albacete,,0.0779,,,,,,1
02003001_27_M,2019,11,20,2019-11-20,Albacete,,0.0612,,,,,,1
02003001_27_M,2019,11,21,2019-11-21,Albacete,,0.0431,,,,,,1
02003001_27_M,2019,11,22,2019-11-22,Albacete,,0.0222,,,,,,1
02003001_27_M,2019,11,23,2019-11-23,Albacete,,0.0139,,,,,,1
02003001_27_M,2019,11,24,2019-11-24,Albacete,,0.0459,,,,,,1
02003001_27_M,2019,11,25,2019-11-25,Albacete,,0.0347,,,,,,1
02003001_27_M,2019,11,28,2019-11-28,Albacete,,0.0264,,,,,,1
02003001_27_M,2019,11,29,2019-11-29,Albacete,,0.0361,,,,,,1
02003001_27_M,2019,11,30,2019-11-30,Albacete,,0.0404,,,,,,1
02003001_27_M,2019,12,1,2019-12-01,Albacete,,0.0668,,,,,,1
02003001_27_M,2019,12,2,2019-12-02,Albacete,,0.0083,,,,,,1
02003001_27_M,2019,12,3,2019-12-03,Albacete,,0.0125,,,,,,1
02003001_27_M,2019,12,4,2019-12-04,Albacete,,0.057,,,,,,1
02003001_27_M,2019,12,5,2019-12-05,Albacete,,0.0347,,,,,,1
02003001_27_M,2019,12,6,2019-12-06,Albacete,,0.0765,,,,,,1
02003001_27_M,2019,12,7,2019-12-07,Albacete,,0.1544,,,,,,2
02003001_27_M,2019,12,8,2019-12-08,Albacete,,0.0487,,,,,,1
02003001_27_M,2019,12,9,2019-12-09,Albacete,,0.0501,,,,,,1
02003001_27_M,2019,12,10,2019-12-10,Albacete,,0.1113,,,,,,2
02003001_27_M,2019,12,11,2019-12-11,Albacete,,0.2377,,,,,,2
02003001_27_M,2020,1,9,2020-01-09,Albacete,,0.054,,,,,,1
02003001_27_M,2020,1,10,2020-01-10,Albacete,,0.13,,,,,,2
02003001_27_M,2020,1,11,2020-01-11,Albacete,,0.273,,,,,,2
02003001_27_M,2020,1,12,2020-01-12,Albacete,,0.244,,,,,,2
02003001_27_M,2020,1,13,2020-01-13,Albacete,,0.34,,,,,,2
02003001_27_M,2020,1,14,2020-01-14,Albacete,,0.219,,,,,,2
02003001_27_M,2020,1,15,2020-01-15,Albacete,,0.181,,,,,,2
02003001_27_M,2020,1,16,2020-01-16,Albacete,,0.159,,,,,,2
02003001_27_M,2020,1,17,2020-01-17,Albacete,,0.069,,,,,,1
02003001_27_M,2020,1,18,2020-01-18,Albacete,,0.023,,,,,,1
02003001_27_M,2020,1,19,2020-01-19,Albacete,,0.009,,,,,,1
02003001_27_M,2020,1,20,2020-01-20,Albacete,,0.011,,,,,,1
02003001_27_M,2020,1,21,2020-01-21,Albacete,,0.012,,,,,,1
02003001_27_M,2020,1,22,2020-01-22,Albacete,,0.057,,,,,,1
02003001_27_M,2020,1,23,2020-01-23,Albacete,,0.065,,,,,,1
02003001_27_M,2020,1,28,2020-01-28,Albacete,,0.014,,,,,,1
02003001_27_M,2020,1,29,2020-01-29,Albacete,,0.034,,,,,,1
02003001_27_M,2020,1,30,2020-01-30,Albacete,,0.014,,,,,,1
02003001_27_M,2020,1,31,2020-01-31,Albacete,,0.019,,,,,,1
02003001_27_M,2020,2,1,2020-02-01,Albacete,,0.012,,,,,,1
02003001_27_M,2020,2,2,2020-02-02,Albacete,,0.044,,,,,,1
02003001_27_M,2020,2,3,2020-02-03,Albacete,,0.201,,,,,,2
02003001_27_M,2020,2,4,2020-02-04,Albacete,,0.101,,,,,,2
02003001_27_M,2020,2,5,2020-02-05,Albacete,,0.054,,,,,,1
02003001_27_M,2020,2,6,2020-02-06,Albacete,,0.017,,,,,,1
02003001_27_M,2020,2,7,2020-02-07,Albacete,,0.058,,,,,,1
02003001_27_M,2020,2,8,2020-02-08,Albacete,,0.06,,,,,,1
02003001_27_M,2020,2,9,2020-02-09,Albacete,,0.045,,,,,,1
02003001_27_M,2020,2,10,2020-02-10,Albacete,,0.067,,,,,,1
02003001_27_M,2020,2,13,2020-02-13,Albacete,,0.051,,,,,,1
02003001_27_M,2020,2,14,2020-02-14,Albacete,,0.13,,,,,,2
02003001_27_M,2020,2,15,2020-02-15,Albacete,,0.207,,,,,,2
02003001_27_M,2020,2,16,2020-02-16,Albacete,,0.237,,,,,,2
02003001_27_M,2020,2,17,2020-02-17,Albacete,,0.126,,,,,,2
02003001_27_M,2020,2,18,2020-02-18,Albacete,,0.019,,,,,,1
02003001_27_M,2020,2,19,2020-02-19,Albacete,,0.02,,,,,,1
02003001_27_M,2020,2,20,2020-02-20,Albacete,,0.023,,,,,,1
02003001_27_M,2020,2,21,2020-02-21,Albacete,,0.035,,,,,,1
02003001_27_M,2020,2,22,2020-02-22,Albacete,,0.048,,,,,,1
